"ensembl"	"gene"	"Chromosome"	"Start"	"End"
"ENSG00000184144"	"CNTN2"	"chr1"	205042937	205078289
"ENSG00000133069"	"TMCC2"	"chr1"	205227946	205285632
"ENSG00000186007"	"LEMD1"	"chr1"	205381378	205455954
"ENSG00000281406"	"BLACAT1"	"chr1"	205434885	205457091
"ENSG00000224717"	"LEMD1-DT"	"chr1"	205455929	205469024
"ENSG00000117266"	"CDK18"	"chr1"	205504596	205532793
"ENSG00000174514"	"MFSD4A"	"chr1"	205568885	205602918
"ENSG00000158715"	"SLC45A3"	"chr1"	205657851	205680509
"ENSG00000174502"	"SLC26A9"	"chr1"	205913048	205943460
"ENSG00000276600"	"RAB7B"	"chr1"	205976740	206003461
"ENSG00000263528"	"IKBKE"	"chr1"	206470476	206496889
"ENSG00000266094"	"RASSF5"	"chr1"	206507531	206589448
"ENSG00000143486"	"EIF2D"	"chr1"	206571292	206612465
"ENSG00000162889"	"MAPKAPK2"	"chr1"	206684905	206734281
"ENSG00000162894"	"FCMR"	"chr1"	206903317	206923247
"ENSG00000197721"	"CR1L"	"chr1"	207645113	207738416
"ENSG00000244703"	"CD46P1"	"chr1"	207645234	207657410
"ENSG00000076356"	"PLXNA2"	"chr1"	208022242	208244384
"ENSG00000008118"	"CAMK1G"	"chr1"	209583714	209613939
"ENSG00000196878"	"LAMB3"	"chr1"	209614870	209652425
"ENSG00000203706"	"SERTAD4-AS1"	"chr1"	210231456	210234047
"ENSG00000082497"	"SERTAD4"	"chr1"	210232796	210246631
"ENSG00000123685"	"BATF3"	"chr1"	212686417	212699840
"ENSG00000143494"	"VASH2"	"chr1"	212950520	212992037
"ENSG00000230461"	"PROX1-AS1"	"chr1"	213817751	213988508
"ENSG00000196660"	"SLC30A10"	"chr1"	219685427	219958647
"ENSG00000232679"	"LINC01705"	"chr1"	222010825	222064773
"ENSG00000187554"	"TLR5"	"chr1"	223109404	223143248
"ENSG00000143502"	"SUSD4"	"chr1"	223220819	223364233
"ENSG00000178395"	"CCDC185"	"chr1"	223393415	223395465
"ENSG00000203697"	"CAPN8"	"chr1"	223538007	223665723
"ENSG00000162909"	"CAPN2"	"chr1"	223701593	223776018
"ENSG00000143786"	"CNIH3"	"chr1"	224434660	224740554
"ENSG00000196187"	"TMEM63A"	"chr1"	225845536	225882380
"ENSG00000143811"	"PYCR2"	"chr1"	225919877	225924340
"ENSG00000203685"	"STUM"	"chr1"	226548764	226609230
"ENSG00000143772"	"ITPKB"	"chr1"	226631690	226739323
"ENSG00000228382"	"ITPKB-IT1"	"chr1"	226656640	226675067
"ENSG00000143801"	"PSEN2"	"chr1"	226870184	226927726
"ENSG00000163050"	"COQ8A"	"chr1"	226940286	226987544
"ENSG00000143816"	"WNT9A"	"chr1"	227918656	227947932
"ENSG00000154342"	"WNT3A"	"chr1"	228006998	228061271
"ENSG00000143793"	"C1orf35"	"chr1"	228100726	228105411
"ENSG00000198835"	"GJC2"	"chr1"	228149930	228159826
"ENSG00000162913"	"OBSCN-AS1"	"chr1"	228203503	228213664
"ENSG00000154358"	"OBSCN"	"chr1"	228208044	228378876
"ENSG00000168159"	"RNF187"	"chr1"	228487382	228496188
"ENSG00000215811"	"BTNL10"	"chr1"	228510425	228512305
"ENSG00000236975"	"LINC02814"	"chr1"	229087114	229205428
"ENSG00000143641"	"GALNT2"	"chr1"	230057990	230282122
"ENSG00000177614"	"PGBD5"	"chr1"	230314490	230426332
"ENSG00000135744"	"AGT"	"chr1"	230690776	230745576
"ENSG00000119283"	"TRIM67"	"chr1"	231162058	231221565
"ENSG00000116991"	"SIPA1L2"	"chr1"	232397965	232630571
"ENSG00000143674"	"MAP3K21"	"chr1"	233327724	233385148
"ENSG00000135750"	"KCNK1"	"chr1"	233614106	233672514
"ENSG00000183780"	"SLC35F3"	"chr1"	233904676	234324511
"ENSG00000168243"	"GNG4"	"chr1"	235547685	235650754
"ENSG00000198626"	"RYR2"	"chr1"	237042184	237833988
"ENSG00000155816"	"FMN2"	"chr1"	240014348	240475187
"ENSG00000180287"	"PLD5"	"chr1"	242082986	242524697
"ENSG00000117020"	"AKT3"	"chr1"	243488233	243851079
"ENSG00000162849"	"KIF26B"	"chr1"	245154985	245709432
"ENSG00000232192"	"KIF26B-AS1"	"chr1"	245206444	245234501
"ENSG00000185420"	"SMYD3"	"chr1"	245749342	246507312
"ENSG00000177535"	"OR2B11"	"chr1"	247449118	247458105
"ENSG00000203664"	"OR2W5P"	"chr1"	247488093	247492415
"ENSG00000169224"	"GCSAML"	"chr1"	247507058	247577690
"ENSG00000169214"	"OR6F1"	"chr1"	247711436	247716646
"ENSG00000203661"	"OR2T5"	"chr1"	248488589	248491113
"ENSG00000232420"	"IL9RP2"	"chr10"	80394	86265
"ENSG00000151240"	"DIP2C"	"chr10"	274190	689668
"ENSG00000229205"	"LINC00200"	"chr10"	1159768	1289426
"ENSG00000185736"	"ADARB2"	"chr10"	1177313	1737525
"ENSG00000205696"	"ADARB2-AS1"	"chr10"	1526637	1556984
"ENSG00000067057"	"PFKP"	"chr10"	3066333	3137718
"ENSG00000226762"	"LINC02668"	"chr10"	3232264	3258897
"ENSG00000178473"	"UCN3"	"chr10"	5364966	5374692
"ENSG00000134470"	"IL15RA"	"chr10"	5943639	5978187
"ENSG00000170525"	"PFKFB3"	"chr10"	6144934	6254644
"ENSG00000223784"	"LINP1"	"chr10"	6709530	6740532
"ENSG00000107485"	"GATA3"	"chr10"	8045378	8075198
"ENSG00000197308"	"GATA3-AS1"	"chr10"	8050450	8053484
"ENSG00000048740"	"CELF2"	"chr10"	10798397	11336675
"ENSG00000183049"	"CAMK1D"	"chr10"	12349547	12835545
"ENSG00000151468"	"CCDC3"	"chr10"	12896625	13099652
"ENSG00000151474"	"FRMD4A"	"chr10"	13643706	14462142
"ENSG00000148468"	"FAM171A1"	"chr10"	15211643	15371289
"ENSG00000077943"	"ITGA8"	"chr10"	15513954	15719922
"ENSG00000148488"	"ST8SIA6"	"chr10"	17315421	17454595
"ENSG00000165995"	"CACNB2"	"chr10"	18140424	18543557
"ENSG00000204740"	"MALRD1"	"chr10"	19048801	19790401
"ENSG00000120594"	"PLXDC2"	"chr10"	19816239	20289856
"ENSG00000078114"	"NEBL"	"chr10"	20779973	21293011
"ENSG00000231920"	"NEBL-AS1"	"chr10"	21174014	21175048
"ENSG00000204682"	"MIR1915HG"	"chr10"	21492658	21497260
"ENSG00000179133"	"C10orf67"	"chr10"	23202696	23344845
"ENSG00000233642"	"GPR158-AS1"	"chr10"	25158072	25176276
"ENSG00000151025"	"GPR158"	"chr10"	25174802	25602229
"ENSG00000150051"	"MKX"	"chr10"	27672874	27746060
"ENSG00000230500"	"MKX-AS1"	"chr10"	27744786	27767794
"ENSG00000232624"	"LINC01517"	"chr10"	28743506	28941910
"ENSG00000165757"	"JCAD"	"chr10"	30012803	30115494
"ENSG00000148516"	"ZEB1"	"chr10"	31318495	31529814
"ENSG00000099250"	"NRP1"	"chr10"	33177492	33336262
"ENSG00000148498"	"PARD3"	"chr10"	34109560	34815325
"ENSG00000165731"	"RET"	"chr10"	43077064	43130351
"ENSG00000198915"	"RASGEF1A"	"chr10"	43194535	43267065
"ENSG00000223910"	"ZNF32-AS3"	"chr10"	43628817	43674703
"ENSG00000107562"	"CXCL12"	"chr10"	44370165	44386493
"ENSG00000224812"	"TMEM72-AS1"	"chr10"	44793119	44959709
"ENSG00000012779"	"ALOX5"	"chr10"	45374176	45446119
"ENSG00000263482"	"ANTXRLP1"	"chr10"	46233885	46273557
"ENSG00000204175"	"GPRIN2"	"chr10"	46549044	46555530
"ENSG00000266524"	"GDF10"	"chr10"	47300197	47313577
"ENSG00000265763"	"ZNF488"	"chr10"	47365496	47384293
"ENSG00000265190"	"ANXA8"	"chr10"	47460162	47484158
"ENSG00000170324"	"FRMPD2"	"chr10"	48153088	48274696
"ENSG00000128805"	"ARHGAP22"	"chr10"	48446036	48656265
"ENSG00000128815"	"WDFY4"	"chr10"	48684876	48982956
"ENSG00000165633"	"VSTM4"	"chr10"	49014236	49115522
"ENSG00000234736"	"FAM170B-AS1"	"chr10"	49121839	49151547
"ENSG00000172538"	"FAM170B"	"chr10"	49131154	49134021
"ENSG00000204161"	"TMEM273"	"chr10"	49154725	49188585
"ENSG00000177354"	"C10orf71"	"chr10"	49299170	49327492
"ENSG00000165606"	"DRGX"	"chr10"	49364066	49396089
"ENSG00000070748"	"CHAT"	"chr10"	49609095	49667942
"ENSG00000178645"	"C10orf53"	"chr10"	49679651	49710261
"ENSG00000197444"	"OGDHL"	"chr10"	49734641	49762379
"ENSG00000122877"	"EGR2"	"chr10"	62811996	62919900
"ENSG00000156515"	"HK1"	"chr10"	69269984	69401884
"ENSG00000122859"	"NEUROG3"	"chr10"	69571698	69573422
"ENSG00000197467"	"COL13A1"	"chr10"	69801880	69964275
"ENSG00000148734"	"NPFFR1"	"chr10"	70247329	70284004
"ENSG00000172731"	"LRRC20"	"chr10"	70298970	70382650
"ENSG00000107719"	"PALD1"	"chr10"	70478767	70568450
"ENSG00000180644"	"PRF1"	"chr10"	70597348	70602759
"ENSG00000138316"	"ADAMTS14"	"chr10"	70672506	70762441
"ENSG00000166220"	"TBATA"	"chr10"	70771238	70785401
"ENSG00000107731"	"UNC5B"	"chr10"	71212570	71302864
"ENSG00000237512"	"UNC5B-AS1"	"chr10"	71217224	71218228
"ENSG00000107736"	"CDH23"	"chr10"	71396920	71815947
"ENSG00000214688"	"C10orf105"	"chr10"	71711701	71737824
"ENSG00000107738"	"VSIR"	"chr10"	71747556	71773520
"ENSG00000122863"	"CHST3"	"chr10"	71964395	72013558
"ENSG00000107742"	"SPOCK2"	"chr10"	72059034	72089032
"ENSG00000148660"	"CAMK2G"	"chr10"	73812501	73874591
"ENSG00000165655"	"ZNF503"	"chr10"	75397830	75401764
"ENSG00000148655"	"LRMDA"	"chr10"	75431624	76560168
"ENSG00000156113"	"KCNMA1"	"chr10"	76869601	77638369
"ENSG00000151208"	"DLG5"	"chr10"	77790791	77926755
"ENSG00000230417"	"LINC00595"	"chr10"	78179185	78551355
"ENSG00000230417"	"LINC00856"	"chr10"	78179185	78551355
"ENSG00000224596"	"ZMIZ1-AS1"	"chr10"	78943328	79067895
"ENSG00000108175"	"ZMIZ1"	"chr10"	79068966	79316519
"ENSG00000165424"	"ZCCHC24"	"chr10"	79382325	79445624
"ENSG00000185303"	"SFTPA2"	"chr10"	79555852	79560407
"ENSG00000225484"	"NUTM2B-AS1"	"chr10"	79661394	79826594
"ENSG00000188199"	"NUTM2B"	"chr10"	79703227	79714681
"ENSG00000242600"	"MBL1P"	"chr10"	79920178	79923119
"ENSG00000185737"	"NRG3"	"chr10"	81875194	82987179
"ENSG00000148600"	"CDHR1"	"chr10"	84194537	84219621
"ENSG00000182771"	"GRID1"	"chr10"	85599552	86366795
"ENSG00000122375"	"OPN4"	"chr10"	86654547	86666848
"ENSG00000122367"	"LDB3"	"chr10"	86668507	86736072
"ENSG00000173269"	"MMRN2"	"chr10"	86935540	86969481
"ENSG00000272734"	"ADIRF-AS1"	"chr10"	86965345	86971311
"ENSG00000223482"	"NUTM2A-AS1"	"chr10"	87201647	87342612
"ENSG00000184923"	"NUTM2A"	"chr10"	87225448	87236908
"ENSG00000214562"	"NUTM2D"	"chr10"	87357720	87370695
"ENSG00000148680"	"HTR7"	"chr10"	90740823	90858039
"ENSG00000174721"	"FGFBP3"	"chr10"	91906584	91909486
"ENSG00000107864"	"CPEB3"	"chr10"	92046692	92291078
"ENSG00000187553"	"CYP26C1"	"chr10"	93060798	93069540
"ENSG00000095596"	"CYP26A1"	"chr10"	93073475	93077885
"ENSG00000186188"	"FFAR4"	"chr10"	93566665	93604480
"ENSG00000138207"	"RBP4"	"chr10"	93591687	93601744
"ENSG00000138193"	"PLCE1"	"chr10"	93993931	94332823
"ENSG00000095637"	"SORBS1"	"chr10"	95311771	95561414
"ENSG00000095587"	"TLL2"	"chr10"	96364608	96513926
"ENSG00000187122"	"SLIT1"	"chr10"	96998038	97185959
"ENSG00000269891"	"ARHGAP19-SLIT1"	"chr10"	97153045	97292637
"ENSG00000165886"	"UBTD1"	"chr10"	97498924	97571206
"ENSG00000155254"	"MARVELD1"	"chr10"	97713173	97718150
"ENSG00000120057"	"SFRP5"	"chr10"	97766751	97771999
"ENSG00000155265"	"GOLGA7B"	"chr10"	97849843	97871580
"ENSG00000095713"	"CRTAC1"	"chr10"	97865000	98030828
"ENSG00000107593"	"PKD2L1"	"chr10"	100288149	100330264
"ENSG00000075290"	"WNT8B"	"chr10"	100463009	100483744
"ENSG00000075891"	"PAX2"	"chr10"	100735396	100829944
"ENSG00000186862"	"PDZD7"	"chr10"	101007679	101032295
"ENSG00000236311"	"TLX1NB"	"chr10"	101089321	101131126
"ENSG00000107807"	"TLX1"	"chr10"	101131300	101137789
"ENSG00000227128"	"LBX1-AS1"	"chr10"	101229577	101270148
"ENSG00000229649"	"LINC02681"	"chr10"	101252821	101263550
"ENSG00000166171"	"DPCD"	"chr10"	101570560	101609662
"ENSG00000107831"	"FGF8"	"chr10"	101770109	101780371
"ENSG00000119915"	"ELOVL3"	"chr10"	102226299	102229589
"ENSG00000107859"	"PITX3"	"chr10"	102230186	102241512
"ENSG00000077150"	"NFKB2"	"chr10"	102394110	102402524
"ENSG00000059915"	"PSD"	"chr10"	102402617	102421539
"ENSG00000107872"	"FBXL15"	"chr10"	102419189	102423136
"ENSG00000107874"	"CUEDC2"	"chr10"	102423245	102432584
"ENSG00000138107"	"ACTR1A"	"chr10"	102461881	102502712
"ENSG00000166272"	"WBP1L"	"chr10"	102743948	102834516
"ENSG00000185933"	"CALHM1"	"chr10"	103453240	103458900
"ENSG00000183128"	"CALHM3"	"chr10"	103472804	103479240
"ENSG00000235470"	"NEURL1-AS1"	"chr10"	103479603	103517393
"ENSG00000107954"	"NEURL1"	"chr10"	103493979	103592552
"ENSG00000107957"	"SH3PXD2A"	"chr10"	103594027	103855543
"ENSG00000156395"	"SORCS3"	"chr10"	104641290	105265242
"ENSG00000108018"	"SORCS1"	"chr10"	106573663	107164706
"ENSG00000043591"	"ADRB1"	"chr10"	114043866	114046904
"ENSG00000165816"	"VWA2"	"chr10"	114239254	114294489
"ENSG00000169129"	"AFAP1L2"	"chr10"	114294824	114404756
"ENSG00000151892"	"GFRA1"	"chr10"	116056925	116276803
"ENSG00000165868"	"HSPA12A"	"chr10"	116671192	116850251
"ENSG00000148704"	"VAX1"	"chr10"	117128521	117138301
"ENSG00000234474"	"MIR3663HG"	"chr10"	117144564	117169108
"ENSG00000165646"	"SLC18A2"	"chr10"	117241093	117279430
"ENSG00000229847"	"EMX2OS"	"chr10"	117473215	117545068
"ENSG00000170370"	"EMX2"	"chr10"	117542445	117549546
"ENSG00000234952"	"LINC02674"	"chr10"	117734510	117753329
"ENSG00000177640"	"CASC2"	"chr10"	118046279	118210158
"ENSG00000232139"	"LINC00867"	"chr10"	118341437	118398468
"ENSG00000119973"	"PRLHR"	"chr10"	118589997	118595648
"ENSG00000198873"	"GRK5"	"chr10"	119207571	119459745
"ENSG00000148908"	"RGS10"	"chr10"	119499817	119542719
"ENSG00000203805"	"PLPP4"	"chr10"	120457227	120592065
"ENSG00000227165"	"WDR11-AS1"	"chr10"	120759898	120851457
"ENSG00000066468"	"FGFR2"	"chr10"	121478332	121598458
"ENSG00000138162"	"TACC2"	"chr10"	121989163	122254545
"ENSG00000166033"	"HTRA1"	"chr10"	122458551	122514907
"ENSG00000187908"	"DMBT1"	"chr10"	122560665	122643736
"ENSG00000176584"	"DMBT1L1"	"chr10"	122729429	122826868
"ENSG00000188620"	"HMX3"	"chr10"	123135970	123139423
"ENSG00000230131"	"LINC02641"	"chr10"	123356450	123537767
"ENSG00000154478"	"GPR26"	"chr10"	123666355	123697399
"ENSG00000121898"	"CPXM2"	"chr10"	123706207	123940267
"ENSG00000182022"	"CHST15"	"chr10"	124007668	124093598
"ENSG00000229544"	"NKX1-2"	"chr10"	124445243	124450035
"ENSG00000107902"	"LHPP"	"chr10"	124461823	124617888
"ENSG00000175029"	"CTBP2"	"chr10"	124984317	125161170
"ENSG00000175018"	"TEX36"	"chr10"	125576522	125683163
"ENSG00000150760"	"DOCK1"	"chr10"	126905409	127452517
"ENSG00000186766"	"FOXI2"	"chr10"	127737185	127741183
"ENSG00000180745"	"CLRN3"	"chr10"	127877841	127892941
"ENSG00000132334"	"PTPRE"	"chr10"	127907103	128085855
"ENSG00000280953"	"LINC01163"	"chr10"	128181032	128317726
"ENSG00000170430"	"MGMT"	"chr10"	129467190	129770983
"ENSG00000108001"	"EBF3"	"chr10"	129835233	129973053
"ENSG00000237489"	"C10orf143"	"chr10"	130020025	130110830
"ENSG00000236303"	"LINC02646"	"chr10"	130213488	130483193
"ENSG00000176769"	"TCERG1L"	"chr10"	131092391	131311721
"ENSG00000188385"	"JAKMIP3"	"chr10"	132036336	132184858
"ENSG00000151640"	"DPYSL4"	"chr10"	132186948	132205759
"ENSG00000165752"	"STK32C"	"chr10"	132207492	132331847
"ENSG00000148814"	"LRRC27"	"chr10"	132332154	132381508
"ENSG00000171813"	"PWWP2B"	"chr10"	132397168	132417859
"ENSG00000180066"	"LINC02870"	"chr10"	132444327	132449408
"ENSG00000068383"	"INPP5A"	"chr10"	132537787	132783480
"ENSG00000148826"	"NKX6-2"	"chr10"	132783179	132786147
"ENSG00000171811"	"CFAP46"	"chr10"	132808392	132942823
"ENSG00000232903"	"LINC01166"	"chr10"	132943967	132965289
"ENSG00000224758"	"LINC01167"	"chr10"	132961340	132962237
"ENSG00000240707"	"LINC01168"	"chr10"	132965534	132976354
"ENSG00000256925"	"ADGRA1-AS1"	"chr10"	133083073	133088491
"ENSG00000197177"	"ADGRA1"	"chr10"	133087924	133131675
"ENSG00000171798"	"KNDC1"	"chr10"	133160219	133226412
"ENSG00000151650"	"VENTX"	"chr10"	133237855	133241928
"ENSG00000151651"	"ADAM8"	"chr10"	133262420	133276868
"ENSG00000283496"	"ZNF511-PRAP1"	"chr10"	133309410	133352529
"ENSG00000130643"	"CALY"	"chr10"	133324072	133336935
"ENSG00000165828"	"PRAP1"	"chr10"	133347368	133352683
"ENSG00000214279"	"SCART1"	"chr10"	133453928	133523558
"ENSG00000130649"	"CYP2E1"	"chr10"	133520406	133561220
"ENSG00000171772"	"SYCE1"	"chr10"	133553901	133569835
"ENSG00000230468"	"CLUHP5"	"chr10"	133657235	133660635
"ENSG00000280337"	"DUX4L25"	"chr10"	133667151	133668419
"ENSG00000177951"	"BET1L"	"chr11"	167784	207428
"ENSG00000174885"	"NLRP6"	"chr11"	278407	285388
"ENSG00000142102"	"PGGHG"	"chr11"	289126	296107
"ENSG00000185201"	"IFITM2"	"chr11"	303655	309397
"ENSG00000182272"	"B4GALNT4"	"chr11"	369499	382117
"ENSG00000184363"	"PKP3"	"chr11"	392614	404908
"ENSG00000185187"	"SIGIRR"	"chr11"	405716	417455
"ENSG00000185101"	"ANO9"	"chr11"	417933	442011
"ENSG00000174915"	"PTDSS2"	"chr11"	448268	491399
"ENSG00000174775"	"HRAS"	"chr11"	532242	537321
"ENSG00000161328"	"LRRC56"	"chr11"	537527	554912
"ENSG00000185522"	"LMNTD2"	"chr11"	554850	560738
"ENSG00000254815"	"LMNTD2-AS1"	"chr11"	557595	560107
"ENSG00000099849"	"RASSF7"	"chr11"	560404	564025
"ENSG00000247095"	"MIR210HG"	"chr11"	565660	568457
"ENSG00000070047"	"PHRF1"	"chr11"	576470	612222
"ENSG00000185507"	"IRF7"	"chr11"	612553	615983
"ENSG00000099834"	"CDHR5"	"chr11"	616577	626078
"ENSG00000177030"	"DEAF1"	"chr11"	644233	707118
"ENSG00000177106"	"EPS8L2"	"chr11"	694438	727727
"ENSG00000177225"	"GATD1"	"chr11"	767220	777488
"ENSG00000184524"	"CEND1"	"chr11"	787115	790113
"ENSG00000177542"	"SLC25A22"	"chr11"	790475	798281
"ENSG00000177595"	"PIDD1"	"chr11"	799179	809753
"ENSG00000177685"	"CRACR2B"	"chr11"	826144	831991
"ENSG00000214063"	"TSPAN4"	"chr11"	842812	867116
"ENSG00000177830"	"CHID1"	"chr11"	867859	915058
"ENSG00000183020"	"AP2A2"	"chr11"	924894	1012245
"ENSG00000184956"	"MUC6"	"chr11"	1012823	1036718
"ENSG00000254872"	"LINC02688"	"chr11"	1049880	1055749
"ENSG00000198788"	"MUC2"	"chr11"	1074875	1110511
"ENSG00000215182"	"MUC5AC"	"chr11"	1157953	1201138
"ENSG00000117983"	"MUC5B"	"chr11"	1223066	1262172
"ENSG00000285985"	"LINC02689"	"chr11"	1350359	1364286
"ENSG00000174672"	"BRSK2"	"chr11"	1389899	1462689
"ENSG00000182208"	"MOB2"	"chr11"	1469457	1501247
"ENSG00000184545"	"DUSP8"	"chr11"	1554051	1572271
"ENSG00000233930"	"KRTAP5-AS1"	"chr11"	1571353	1599184
"ENSG00000205867"	"KRTAP5-2"	"chr11"	1597177	1598294
"ENSG00000196224"	"KRTAP5-3"	"chr11"	1607565	1608463
"ENSG00000244242"	"IFITM10"	"chr11"	1732406	1750595
"ENSG00000117984"	"CTSD"	"chr11"	1752752	1764573
"ENSG00000149043"	"SYT8"	"chr11"	1828307	1837521
"ENSG00000130598"	"TNNI2"	"chr11"	1838981	1841680
"ENSG00000130592"	"LSP1"	"chr11"	1850904	1892267
"ENSG00000283787"	"PRR33"	"chr11"	1888078	1891895
"ENSG00000130595"	"TNNT3"	"chr11"	1919703	1938706
"ENSG00000214026"	"MRPL23"	"chr11"	1947278	1984522
"ENSG00000226416"	"MRPL23-AS1"	"chr11"	1983237	1989920
"ENSG00000130600"	"H19"	"chr11"	1995176	2001470
"ENSG00000167244"	"IGF2"	"chr11"	2129112	2141238
"ENSG00000129965"	"INS-IGF2"	"chr11"	2132538	2161209
"ENSG00000099869"	"IGF2-AS"	"chr11"	2140501	2148666
"ENSG00000254647"	"INS"	"chr11"	2159779	2161221
"ENSG00000180176"	"TH"	"chr11"	2163929	2171815
"ENSG00000110665"	"C11orf21"	"chr11"	2295628	2303049
"ENSG00000064201"	"TSPAN32"	"chr11"	2301997	2318204
"ENSG00000238184"	"CD81-AS1"	"chr11"	2328749	2377992
"ENSG00000110651"	"CD81"	"chr11"	2376177	2397397
"ENSG00000070985"	"TRPM5"	"chr11"	2404515	2423045
"ENSG00000053918"	"KCNQ1"	"chr11"	2444684	2849105
"ENSG00000229414"	"KCNQ1-AS1"	"chr11"	2840135	2861568
"ENSG00000129757"	"CDKN1C"	"chr11"	2883213	2885775
"ENSG00000254827"	"SLC22A18AS"	"chr11"	2887344	2903575
"ENSG00000110628"	"SLC22A18"	"chr11"	2899721	2925246
"ENSG00000021762"	"OSBPL5"	"chr11"	3087107	3166739
"ENSG00000236301"	"MRGPRG-AS1"	"chr11"	3218332	3223131
"ENSG00000184350"	"MRGPRE"	"chr11"	3225030	3232417
"ENSG00000254480"	"LINC02749"	"chr11"	4179675	4202663
"ENSG00000225101"	"OR52K3P"	"chr11"	4393783	4476361
"ENSG00000196778"	"OR52K1"	"chr11"	4482646	4493497
"ENSG00000226616"	"OR52M2P"	"chr11"	4514966	4515924
"ENSG00000197428"	"OR51D1"	"chr11"	4637477	4643060
"ENSG00000180723"	"OR51A9P"	"chr11"	4660853	4661763
"ENSG00000203560"	"OR52J1P"	"chr11"	5104153	5105084
"ENSG00000249633"	"OR52V1P"	"chr11"	5527277	5528174
"ENSG00000132256"	"TRIM5"	"chr11"	5663195	5938619
"ENSG00000132274"	"TRIM22"	"chr11"	5689697	5737089
"ENSG00000181109"	"OR52P1P"	"chr11"	5726502	5727464
"ENSG00000110148"	"CCKBR"	"chr11"	6259806	6272127
"ENSG00000170743"	"SYT9"	"chr11"	7238778	7469043
"ENSG00000170688"	"OR5E1P"	"chr11"	7848700	7849626
"ENSG00000170683"	"OR10A3"	"chr11"	7937171	7941708
"ENSG00000166402"	"TUB"	"chr11"	8019244	8106243
"ENSG00000166405"	"RIC3"	"chr11"	8106056	8169055
"ENSG00000246820"	"RIC3-DT"	"chr11"	8169167	8178903
"ENSG00000166407"	"LMO1"	"chr11"	8224309	8268716
"ENSG00000130413"	"STK33"	"chr11"	8391868	8594289
"ENSG00000148926"	"ADM"	"chr11"	10305073	10307397
"ENSG00000072952"	"IRAG1"	"chr11"	10573091	10693988
"ENSG00000254401"	"LINC02752"	"chr11"	11020883	11183611
"ENSG00000110328"	"GALNT18"	"chr11"	11270877	11622005
"ENSG00000050165"	"DKK3"	"chr11"	11956207	12009769
"ENSG00000133816"	"MICAL2"	"chr11"	12094008	12359144
"ENSG00000175868"	"CALCB"	"chr11"	14904997	15082342
"ENSG00000188487"	"INSC"	"chr11"	15112424	15247208
"ENSG00000110693"	"SOX6"	"chr11"	15966449	16739591
"ENSG00000166689"	"PLEKHA7"	"chr11"	16777297	17014414
"ENSG00000187486"	"KCNJ11"	"chr11"	17365172	17389331
"ENSG00000006071"	"ABCC8"	"chr11"	17392498	17476894
"ENSG00000006611"	"USH1C"	"chr11"	17493895	17544416
"ENSG00000188162"	"OTOG"	"chr11"	17547259	17647150
"ENSG00000129159"	"KCNC1"	"chr11"	17734774	17856804
"ENSG00000110786"	"PTPN5"	"chr11"	18727928	18792721
"ENSG00000254529"	"MRGPRX7P"	"chr11"	18863558	18864509
"ENSG00000170255"	"MRGPRX1"	"chr11"	18933813	18939507
"ENSG00000183695"	"MRGPRX2"	"chr11"	19054455	19060717
"ENSG00000166833"	"NAV2"	"chr11"	19350724	20121601
"ENSG00000255043"	"NAV2-AS5"	"chr11"	19502672	19507229
"ENSG00000254622"	"NAV2-AS4"	"chr11"	19510890	19519896
"ENSG00000109851"	"DBX1"	"chr11"	20156155	20160475
"ENSG00000165970"	"SLC6A5"	"chr11"	20599594	20659285
"ENSG00000165973"	"NELL1"	"chr11"	20669551	21575686
"ENSG00000176697"	"BDNF"	"chr11"	27654893	27722058
"ENSG00000066382"	"MPPED2"	"chr11"	30384493	30586872
"ENSG00000254489"	"MPPED2-AS1"	"chr11"	30584130	30632583
"ENSG00000007372"	"PAX6"	"chr11"	31784779	31817961
"ENSG00000281880"	"PAUPAR"	"chr11"	31812307	32002405
"ENSG00000183242"	"WT1-AS"	"chr11"	32435518	32458769
"ENSG00000110427"	"KIAA1549L"	"chr11"	33376108	33674102
"ENSG00000135363"	"LMO2"	"chr11"	33858576	33892076
"ENSG00000166016"	"ABTB2"	"chr11"	34150987	34358010
"ENSG00000110436"	"SLC1A2"	"chr11"	35251205	35420063
"ENSG00000179431"	"FJX1"	"chr11"	35618460	35620865
"ENSG00000148948"	"LRRC4C"	"chr11"	40114203	41459773
"ENSG00000052850"	"ALX4"	"chr11"	44260440	44310139
"ENSG00000085117"	"CD82"	"chr11"	44564427	44620358
"ENSG00000255032"	"TSPAN18-AS1"	"chr11"	44719392	44736692
"ENSG00000157570"	"TSPAN18"	"chr11"	44726465	44932423
"ENSG00000175274"	"TP53I11"	"chr11"	44885903	44951306
"ENSG00000019485"	"PRDM11"	"chr11"	45095806	45235110
"ENSG00000255267"	"LINC02687"	"chr11"	45371397	45388511
"ENSG00000175264"	"CHST1"	"chr11"	45647689	45665622
"ENSG00000121653"	"MAPK8IP1"	"chr11"	45885651	45906465
"ENSG00000165905"	"LARGE2"	"chr11"	45921621	45929096
"ENSG00000157613"	"CREB3L1"	"chr11"	46277662	46321409
"ENSG00000149091"	"DGKZ"	"chr11"	46332905	46380554
"ENSG00000110492"	"MDK"	"chr11"	46380756	46383837
"ENSG00000180720"	"CHRM4"	"chr11"	46383789	46391776
"ENSG00000134569"	"LRP4"	"chr11"	46856717	46918642
"ENSG00000165912"	"PACSIN3"	"chr11"	47177522	47186443
