hyper_cohort	probeID	bin_chr	bin_start	bin_end	cpg_count
TCGA-BRCA	cg08355659	chr12	54005401	54005700	15
TCGA-BRCA	cg12123733	chr14	101559301	101559600	8
TCGA-BRCA	cg09933329	chr7	44146501	44146800	17
TCGA-BRCA	cg10755899	chr4	1770301	1770600	30
TCGA-BRCA	cg24203758	chr17	45429601	45429900	38
TCGA-BRCA	cg00935653	chr7	25857901	25858200	7
TCGA-BRCA	cg22463915	chr20	63499801	63500100	15
TCGA-BRCA	cg19822309	chr19	45678001	45678300	17
TCGA-BRCA	cg25240254	chr19	55489501	55489800	14
TCGA-BRCA	cg05307301	chr1	40802701	40803000	7
TCGA-BRCA	cg08264859	chr19	45671101	45671400	19
TCGA-BRCA	cg00082939	chr10	75405301	75405600	23
TCGA-BRCA	cg18630178	chr14	92688001	92688300	36
TCGA-BRCA	cg23027425	chr11	381601	381900	18
TCGA-BRCA	cg03962794	chr6	166640701	166641000	6
TCGA-BRCA	cg07471203	chr11	65113201	65113500	12
TCGA-BRCA	cg23851167	chr20	63499801	63500100	15
TCGA-BRCA	cg00249383	chr16	2237701	2238000	30
TCGA-BRCA	cg27151362	chr16	30012001	30012300	15
TCGA-BRCA	cg11719049	chr19	3434701	3435000	15
TCGA-BRCA	cg02215171	chr4	88458001	88458300	9
TCGA-BRCA	cg23832814	chr10	70509001	70509300	10
TCGA-BRCA	cg13655803	chr17	50835301	50835600	8
TCGA-BRCA	cg05841929	chr15	59438401	59438700	21
TCGA-BRCA	cg22813366	chr19	17329201	17329500	34
TCGA-BRCA	cg13895343	chr17	28381501	28381800	34
TCGA-BRCA	cg03321553	chr15	41514001	41514300	7
TCGA-BRCA	cg25616547	chr12	114696301	114696600	13
TCGA-BRCA	cg06706068	chr16	785701	786000	21
TCGA-BRCA	cg06260709	chr20	50010001	50010300	39
TCGA-BRCA	cg02327530	chr7	100494001	100494300	7
TCGA-BRCA	cg09782912	chr6	32148001	32148300	5
TCGA-BRCA	cg25738176	chr17	3945001	3945300	31
TCGA-BRCA	cg09181792	chr7	117479101	117479400	11
TCGA-BRCA	cg21199165	chr2	44939701	44940000	12
TCGA-BRCA	cg17300750	chr16	2238001	2238300	13
TCGA-BRCA	cg05969591	chr2	190179901	190180200	4
TCGA-BRCA	cg09771226	chr17	47708701	47709000	37
TCGA-BRCA	cg06508062	chr21	36691501	36691800	6
TCGA-BRCA	cg22136098	chr11	121426801	121427100	9
TCGA-BRCA	cg11007075	chr8	22864501	22864800	8
TCGA-BRCA	cg22376864	chr19	41993401	41993700	7
TCGA-BRCA	cg06532379	chr15	84816901	84817200	22
TCGA-BRCA	cg00174851	chr7	134458201	134458500	18
TCGA-BRCA	cg10045354	chr11	111298501	111298800	19
TCGA-BRCA	cg15246590	chr19	48480301	48480600	31
TCGA-BRCA	cg13271951	chr16	30030301	30030600	12
TCGA-BRCA	cg20318166	chr15	84817201	84817500	41
TCGA-BRCA	cg03682366	chr2	238163401	238163700	21
TCGA-BRCA	cg04752871	chr2	120654601	120654900	21
TCGA-BRCA	cg09425333	chr16	22162501	22162800	23
TCGA-BRCA	cg23115387	chr1	47417101	47417400	35
TCGA-BRCA	cg14838970	chr11	7512301	7512600	8
TCGA-BRCA	cg04295144	chr19	10296301	10296600	44
TCGA-BRCA	cg01601299	chr3	129026701	129027000	6
TCGA-BRCA	cg11749828	chr19	35040001	35040300	14
TCGA-BRCA	cg13933293	chr3	184584001	184584300	22
TCGA-BRCA	cg11367159	chr12	109606501	109606800	13
TCGA-BRCA	cg22921760	chr14	21537001	21537300	5
TCGA-BRCA	cg05246303	chr2	181456501	181456800	8
TCGA-BRCA	cg04622024	chr1	37735201	37735500	21
TCGA-BRCA	cg25895948	chr15	84817201	84817500	41
TCGA-BRCA	cg00736459	chr6	100456201	100456500	14
TCGA-BRCA	cg19224278	chr15	100878601	100878900	8
TCGA-BRCA	cg05650846	chr16	3027901	3028200	19
TCGA-BRCA	cg00253379	chr16	54370501	54370800	9
TCGA-BRCA	cg14087168	chr1	156480601	156480900	15
TCGA-BRCA	cg14695566	chr19	720601	720900	24
TCGA-BRCA	cg07303450	chr16	30012001	30012300	15
TCGA-BRCA	cg02156769	chr9	136977601	136977900	18
TCGA-BRCA	cg12261451	chr13	21668701	21669000	9
TCGA-BRCA	cg24588339	chr5	2738401	2738700	8
TCGA-BRCA	cg08864645	chr6	33975901	33976200	17
TCGA-BRCA	cg22280148	chr8	37703701	37704000	10
TCGA-BRCA	cg07180646	chr1	15154801	15155100	16
TCGA-BRCA	cg05951994	chr10	132337201	132337500	9
TCGA-BRCA	cg03215181	chr4	121952101	121952400	4
TCGA-BRCA	cg14915878	chr20	45306601	45306900	27
TCGA-BRCA	cg15714846	chr2	207766801	207767100	26
TCGA-BRCA	cg12619509	chr16	2236501	2236800	22
TCGA-BRCA	cg02154345	chr12	114666901	114667200	16
TCGA-BRCA	cg09015774	chr1	6962101	6962400	14
TCGA-BRCA	cg26104072	chr5	14560201	14560500	7
TCGA-BRCA	cg19601035	chr12	48005101	48005400	10
TCGA-BRCA	cg24410255	chr1	217925101	217925400	16
TCGA-BRCA	cg23409488	chr20	2688301	2688600	4
TCGA-BRCA	cg25961136	chr12	57852901	57853200	15
TCGA-BRCA	cg09761040	chr19	13098901	13099200	20
TCGA-BRCA	cg14027333	chr6	32148301	32148600	12
TCGA-BRCA	cg15242449	chr6	17016001	17016300	31
TCGA-BRCA	cg24373253	chr1	99003901	99004200	14
TCGA-BRCA	cg02513449	chr11	69705601	69705900	13
TCGA-BRCA	cg01181415	chr12	16605001	16605300	14
TCGA-BRCA	cg00998124	chr12	114700801	114701100	6
TCGA-BRCA	cg23356831	chr14	105530101	105530400	11
TCGA-BRCA	cg11573219	chr1	31617301	31617600	12
TCGA-BRCA	cg25955180	chr6	32148601	32148900	11
TCGA-BRCA	cg23754320	chr12	114697201	114697500	15
TCGA-BRCA	cg18761549	chr12	114696301	114696600	13
TCGA-BRCA	cg01276536	chr17	81102001	81102300	14
TCGA-BRCA	cg00533182	chr8	144500701	144501000	31
TCGA-BRCA	cg26385172	chr12	114697201	114697500	15
TCGA-BRCA	cg12976582	chr3	50322001	50322300	18
TCGA-BRCA	cg27314116	chr5	6583501	6583800	22
TCGA-BRCA	cg06827038	chr17	50835301	50835600	8
TCGA-BRCA	cg02743713	chr2	156321901	156322200	8
TCGA-BRCA	cg02232839	chr1	156435001	156435300	8
TCGA-BRCA	cg10974128	chr10	91633501	91633800	11
TCGA-BRCA	cg05958050	chr16	56669401	56669700	22
TCGA-BRCA	cg01668281	chr21	36542701	36543000	15
TCGA-BRCA	cg00479240	chr10	30058501	30058800	15
TCGA-BRCA	cg03000419	chr11	83286601	83286900	5
TCGA-BRCA	cg22041190	chr11	125167201	125167500	21
TCGA-BRCA	cg11866719	chr14	59869501	59869800	15
TCGA-BRCA	cg18838431	chr11	74467501	74467800	24
TCGA-BRCA	cg15443535	chr14	92687701	92688000	29
TCGA-BRCA	cg05222995	chr12	114687001	114687300	21
TCGA-BRCA	cg08175609	chr12	114696301	114696600	13
TCGA-BRCA	cg00914726	chr1	60073501	60073800	17
TCGA-BRCA	cg09761367	chr1	25034101	25034400	7
TCGA-BRCA	cg05754929	chr16	85303501	85303800	21
TCGA-BRCA	cg08671647	chr4	30722701	30723000	22
TCGA-BRCA	cg05759150	chr10	123147001	123147300	10
TCGA-BRCA	cg23225147	chr11	2886301	2886600	22
TCGA-BRCA	cg04615460	chr12	114687001	114687300	21
TCGA-BRCA	cg16404106	chr11	86374501	86374800	17
TCGA-BRCA	cg08018825	chr4	25863301	25863600	17
TCGA-BRCA	cg13600622	chr9	126630901	126631200	10
TCGA-BRCA	cg10791035	chr13	27953401	27953700	15
TCGA-BRCA	cg23951474	chr11	2166601	2166900	30
TCGA-BRCA	cg15539420	chr17	48614701	48615000	17
TCGA-BRCA	cg00739278	chr7	38311501	38311800	18
TCGA-CESC	cg16074383	chr14	21092701	21093000	27
TCGA-CESC	cg03293507	chr6	30071101	30071400	34
TCGA-CESC	cg06786372	chr7	27101701	27102000	4
TCGA-CESC	cg01432120	chr2	128736901	128737200	28
TCGA-CESC	cg19764418	chr1	237041701	237042000	18
TCGA-CESC	cg01286685	chr6	30071101	30071400	34
TCGA-CESC	cg27033231	chr7	143511301	143511600	27
TCGA-CESC	cg24768365	chr12	43550701	43551000	13
TCGA-CESC	cg18428134	chr9	109167301	109167600	13
TCGA-CESC	cg17241310	chr1	90717001	90717300	22
TCGA-CESC	cg11293016	chr19	53899201	53899500	7
TCGA-CESC	cg18836319	chr6	27290701	27291000	10
TCGA-CESC	cg10536898	chr5	51377101	51377400	13
TCGA-CESC	cg08538752	chr21	10521301	10521600	48
TCGA-CESC	cg03821384	chr16	67399201	67399500	22
TCGA-CESC	cg19098268	chr19	56840701	56841000	15
TCGA-CESC	cg07483086	chr2	149588101	149588400	8
TCGA-CESC	cg13960339	chr19	56840701	56841000	15
TCGA-CESC	cg19335327	chr19	56840101	56840400	19
TCGA-CESC	cg02162069	chr19	56840701	56841000	15
TCGA-CESC	cg07726288	chr1	248691901	248692200	30
TCGA-CESC	cg04704294	chr1	65792101	65792400	19
TCGA-CESC	cg03589001	chr15	78872101	78872400	8
TCGA-CESC	cg20628335	chr19	56840701	56841000	15
TCGA-CESC	cg05923226	chr19	15010501	15010800	10
TCGA-CESC	cg22328256	chr6	28789501	28789800	10
TCGA-CESC	cg06138239	chr16	19556101	19556400	5
TCGA-CESC	cg12758973	chr1	247530901	247531200	31
TCGA-CESC	cg12435629	chr1	75132301	75132600	12
TCGA-CESC	cg12654412	chr16	71425801	71426100	20
TCGA-CESC	cg05499367	chr10	61453501	61453800	12
TCGA-CESC	cg02888092	chr2	237956401	237956700	21
TCGA-CESC	cg10743390	chr19	29529601	29529900	23
TCGA-CESC	cg19911801	chr1	2504101	2504400	24
TCGA-CESC	cg11320910	chr8	11681101	11681400	21
TCGA-CESC	cg22799420	chr14	101562601	101562900	15
TCGA-CESC	cg07791011	chr3	62378101	62378400	8
TCGA-CESC	cg05442477	chr21	33072001	33072300	27
TCGA-CESC	cg13477111	chr1	150979201	150979500	11
TCGA-CESC	cg12006284	chr11	32427901	32428200	21
TCGA-CESC	cg12187394	chr13	112107001	112107300	11
TCGA-CESC	cg21704109	chr11	44310901	44311200	19
TCGA-CESC	cg25492583	chr17	55845601	55845900	15
TCGA-CESC	cg13828758	chr15	23687101	23687400	35
TCGA-CESC	cg12353688	chr7	27225301	27225600	20
TCGA-CESC	cg20128928	chr4	103719301	103719600	16
TCGA-CESC	cg16260126	chr10	4849801	4850100	5
TCGA-CESC	cg17162319	chr7	57867901	57868200	20
TCGA-CESC	cg06805348	chr4	37243501	37243800	18
TCGA-CESC	cg10899681	chr5	159104401	159104700	25
TCGA-CESC	cg07766263	chr3	170585101	170585400	17
TCGA-CESC	cg15398400	chr10	116669701	116670000	8
TCGA-CESC	cg11505037	chr13	111534901	111535200	14
TCGA-CESC	cg15834814	chr19	9498901	9499200	10
TCGA-CESC	cg18689332	chr12	114399601	114399900	15
TCGA-CESC	cg01586208	chr19	22623601	22623900	18
TCGA-CESC	cg02066331	chr6	17282401	17282700	11
TCGA-CESC	cg18278638	chr3	170586001	170586300	9
TCGA-CESC	cg13912311	chr9	124503001	124503300	28
TCGA-CESC	cg07637015	chr6	41369401	41369700	12
TCGA-CESC	cg16638920	chr5	88677901	88678200	17
TCGA-CESC	cg09615505	chr2	176112301	176112600	13
TCGA-CESC	cg12754571	chr1	247530901	247531200	31
TCGA-CESC	cg21542881	chr19	39264001	39264300	15
TCGA-CESC	cg06899551	chr6	75349801	75350100	14
TCGA-CESC	cg13337064	chr5	141245701	141246000	8
TCGA-CESC	cg11716598	chr10	133326001	133326300	21
TCGA-CESC	cg09619146	chr10	123891301	123891600	29
TCGA-CESC	cg12052661	chr9	137877901	137878200	42
TCGA-CESC	cg08832227	chr12	4911301	4911600	27
TCGA-CESC	cg14522034	chr21	45286801	45287100	29
TCGA-CESC	cg16115867	chr17	48678001	48678300	9
TCGA-CESC	cg13793157	chr19	50912101	50912400	12
TCGA-CESC	cg02036364	chr16	58487401	58487700	13
TCGA-CESC	cg11457640	chr6	40599601	40599900	23
TCGA-CESC	cg03978579	chr10	49679701	49680000	13
TCGA-CESC	cg07471943	chr14	38210401	38210700	26
TCGA-CESC	cg19165390	chr18	59264701	59265000	19
TCGA-CESC	cg07945733	chr10	116669701	116670000	8
TCGA-CESC	cg04467618	chr6	133889701	133890000	26
TCGA-CESC	cg06494782	chr12	52601401	52601700	18
TCGA-CESC	cg16546882	chr7	54663901	54664200	15
TCGA-CESC	cg16606320	chr4	55819801	55820100	9
TCGA-CESC	cg22630667	chr5	154482901	154483200	9
TCGA-CESC	cg24606791	chr12	43552501	43552800	9
TCGA-CESC	cg24302412	chr6	29627401	29627700	20
TCGA-CESC	cg02229261	chr19	51719101	51719400	27
TCGA-CESC	cg21896766	chr8	113432101	113432400	11
TCGA-CESC	cg22134325	chr11	66421201	66421500	25
TCGA-CESC	cg13885561	chr11	2868901	2869200	10
TCGA-CESC	cg25390440	chr2	126655501	126655800	9
TCGA-CESC	cg08092199	chr17	49972501	49972800	21
TCGA-CESC	cg07080864	chr8	56447101	56447400	14
TCGA-CESC	cg17465112	chr1	37255201	37255500	11
TCGA-CESC	cg09425333	chr16	22162501	22162800	23
TCGA-CESC	cg12749246	chr6	29553001	29553300	6
TCGA-CESC	cg05213296	chr6	110981401	110981700	12
TCGA-CESC	cg13729816	chr19	52451401	52451700	29
TCGA-CESC	cg07194839	chr10	129957301	129957600	8
TCGA-CESC	cg25204852	chr18	52339501	52339800	6
TCGA-CESC	cg09470638	chr19	15010501	15010800	10
TCGA-CESC	cg21116314	chr19	9435901	9436200	8
TCGA-CESC	cg04557057	chr7	12111901	12112200	14
TCGA-CESC	cg16438688	chr1	156845701	156846000	30
TCGA-CESC	cg17340519	chr1	224618101	224618400	8
TCGA-CESC	cg03979754	chr8	109691101	109691400	20
TCGA-CESC	cg03308652	chr3	62369101	62369400	20
TCGA-CESC	cg25456849	chr15	79282801	79283100	18
TCGA-CESC	cg00736459	chr6	100456201	100456500	14
TCGA-CESC	cg11095383	chr5	140795101	140795400	22
TCGA-CESC	cg16584393	chr18	14747701	14748000	22
TCGA-CESC	cg21477176	chr19	53942401	53942700	14
TCGA-CESC	cg09522056	chr16	31819501	31819800	25
TCGA-CESC	cg04223553	chr5	154473301	154473600	16
TCGA-CESC	cg09144707	chr2	170821501	170821800	14
TCGA-CESC	cg13561879	chr8	35235001	35235300	22
TCGA-CESC	cg27350402	chr6	27582901	27583200	15
TCGA-CESC	cg06115614	chr3	128486101	128486400	12
TCGA-CESC	cg25555059	chr5	128965501	128965800	18
TCGA-CESC	cg11644596	chr21	44454901	44455200	13
TCGA-CESC	cg15439725	chr4	305401	305700	17
TCGA-CESC	cg26725891	chr15	23687101	23687400	35
TCGA-CESC	cg06900216	chr7	98705701	98706000	12
TCGA-CESC	cg01422881	chr1	44407801	44408100	27
TCGA-CESC	cg16105687	chr19	22622701	22623000	7
TCGA-CESC	cg09002919	chr12	49945201	49945500	5
TCGA-CESC	cg01541178	chr13	94706101	94706400	7
TCGA-CESC	cg02840025	chr9	1044901	1045200	11
TCGA-CESC	cg04159420	chr10	104643001	104643300	11
TCGA-CESC	cg09696159	chr3	138936901	138937200	18
TCGA-CESC	cg23605843	chr1	26409001	26409300	9
TCGA-CESC	cg19664013	chr6	28789501	28789800	10
TCGA-CESC	cg13640145	chr4	121764301	121764600	9
TCGA-CESC	cg27036185	chr12	57693301	57693600	9
TCGA-CESC	cg13033722	chr6	43143301	43143600	10
TCGA-CESC	cg10848640	chr4	4855201	4855500	11
TCGA-CESC	cg21082400	chr5	73299901	73300200	13
TCGA-CESC	cg20099830	chr12	114404101	114404400	11
TCGA-CESC	cg15509177	chr13	19344901	19345200	21
TCGA-CESC	cg15503722	chr11	122979601	122979900	10
TCGA-CESC	cg23248887	chr14	38210401	38210700	26
TCGA-CESC	cg13156931	chr13	27980101	27980400	17
TCGA-CESC	cg05579030	chr5	141135301	141135600	9
TCGA-CESC	cg16235582	chr11	78962101	78962400	11
TCGA-CESC	cg05073035	chr3	147409201	147409500	28
TCGA-CESC	cg20756891	chr5	171316801	171317100	19
TCGA-CESC	cg10078829	chr19	50912101	50912400	12
TCGA-CESC	cg23345004	chr18	46946401	46946700	7
TCGA-CESC	cg15979173	chr1	90716401	90716700	20
TCGA-CESC	cg19064523	chr7	19118401	19118700	11
TCGA-CESC	cg04094811	chr6	1392901	1393200	25
TCGA-CESC	cg06088759	chr1	166921201	166921500	33
TCGA-CESC	cg14228146	chr2	118849801	118850100	27
TCGA-CESC	cg25617328	chr5	77643301	77643600	10
TCGA-CESC	cg15951870	chr17	47847601	47847900	26
TCGA-CESC	cg18083248	chr15	25863601	25863900	15
TCGA-CESC	cg24698655	chr6	28589701	28590000	13
TCGA-CESC	cg00951395	chr1	232806001	232806300	6
TCGA-CESC	cg20457275	chr6	1393801	1394100	25
TCGA-CESC	cg18539122	chr13	78595501	78595800	15
TCGA-CESC	cg22694067	chr15	23687101	23687400	35
TCGA-CESC	cg11137578	chr5	81394501	81394800	10
TCGA-CESC	cg12133554	chr4	305401	305700	17
TCGA-CESC	cg17790928	chr7	1238101	1238400	14
TCGA-CESC	cg11671688	chr6	109979701	109980000	25
TCGA-CESC	cg10423771	chr10	49396201	49396500	10
TCGA-CESC	cg21217577	chr3	129975601	129975900	27
TCGA-CESC	cg00178249	chr8	76677601	76677900	8
TCGA-CESC	cg23615741	chr10	99537601	99537900	18
TCGA-CESC	cg11564711	chr18	75916501	75916800	29
TCGA-CESC	cg03970229	chr11	92969101	92969400	8
TCGA-CESC	cg20026939	chr18	47262301	47262600	18
TCGA-CESC	cg02851062	chr11	122978101	122978400	10
TCGA-CESC	cg14592072	chr7	128134501	128134800	15
TCGA-CESC	cg09652086	chr5	171313501	171313800	18
TCGA-CESC	cg09887059	chr12	113478601	113478900	26
TCGA-CESC	cg13413955	chr9	842701	843000	24
TCGA-CESC	cg27105390	chr19	23070301	23070600	15
TCGA-CESC	cg13246235	chr6	12749701	12750000	35
TCGA-CESC	cg01236132	chr13	112069201	112069500	15
TCGA-CESC	cg18428283	chr5	150946801	150947100	11
TCGA-CESC	cg00811334	chr2	79512001	79512300	5
TCGA-CESC	cg01287975	chr7	97731901	97732200	27
TCGA-CESC	cg08862148	chr6	29627401	29627700	20
TCGA-CESC	cg21073350	chr5	141350101	141350400	12
TCGA-CESC	cg10125317	chr2	176117401	176117700	21
TCGA-CESC	cg23637494	chr3	138944401	138944700	11
TCGA-CESC	cg12667521	chr19	28727701	28728000	21
TCGA-CESC	cg25188032	chr13	83880601	83880900	8
TCGA-CESC	cg00997551	chr8	108083701	108084000	11
TCGA-CESC	cg10526277	chr3	158095501	158095800	11
TCGA-CESC	cg10507304	chr6	27669601	27669900	11
TCGA-CESC	cg20981086	chr14	101456701	101457000	17
TCGA-CESC	cg09578475	chr19	9363001	9363300	21
TCGA-CESC	cg04374393	chr3	137764501	137764800	20
TCGA-CESC	cg08486875	chr19	23203801	23204100	18
TCGA-CESC	cg04851268	chr3	172449601	172449900	16
TCGA-CESC	cg15557036	chr17	49964401	49964700	10
TCGA-CESC	cg04299439	chr2	181682701	181683000	11
TCGA-CESC	cg07974719	chr13	77919901	77920200	8
TCGA-CESC	cg18292434	chr3	147394501	147394800	12
TCGA-CESC	cg04290586	chr12	107775001	107775300	15
TCGA-CESC	cg01067151	chr1	63327001	63327300	15
TCGA-CESC	cg04560225	chr1	90729601	90729900	25
TCGA-CESC	cg06132400	chr7	38311201	38311500	22
TCGA-CESC	cg04559779	chr8	64379101	64379400	10
TCGA-CESC	cg13252700	chr14	104224501	104224800	10
TCGA-CESC	cg26398921	chr1	220892101	220892400	14
TCGA-CESC	cg11283429	chr13	27975301	27975600	11
TCGA-CESC	cg21996068	chr16	20348701	20349000	32
TCGA-CESC	cg24879782	chr2	19361701	19362000	22
TCGA-CESC	cg16051195	chr6	165854401	165854700	23
TCGA-CESC	cg08333283	chr12	94873801	94874100	30
TCGA-CESC	cg03658578	chr3	170586001	170586300	9
TCGA-CESC	cg13169011	chr14	60506701	60507000	12
TCGA-CESC	cg00699219	chr4	173501101	173501400	23
TCGA-CESC	cg13740815	chr19	50667001	50667300	17
TCGA-CESC	cg03169508	chr6	28590001	28590300	16
TCGA-CESC	cg00241663	chr3	128490901	128491200	12
TCGA-CESC	cg04267526	chr10	107914501	107914800	21
TCGA-CESC	cg06628878	chr12	52601401	52601700	18
TCGA-CESC	cg13911052	chr2	176114101	176114400	11
TCGA-CESC	cg14367229	chr13	27793501	27793800	20
TCGA-CESC	cg13644317	chr18	72869101	72869400	29
TCGA-CESC	cg14758072	chr2	47571901	47572200	19
TCGA-CESC	cg00360474	chr6	37536601	37536900	18
TCGA-CESC	cg09556826	chr6	28988401	28988700	27
TCGA-CESC	cg08715231	chr8	26048401	26048700	11
TCGA-CESC	cg00154357	chr3	147393301	147393600	19
TCGA-CESC	cg18713748	chr5	141326401	141326700	13
TCGA-CESC	cg01276536	chr17	81102001	81102300	14
TCGA-CESC	cg06550984	chr10	23190901	23191200	11
TCGA-CESC	cg13677149	chr7	27245101	27245400	24
TCGA-CESC	cg00210562	chr15	89370601	89370900	10
TCGA-CESC	cg17478228	chr19	11480701	11481000	41
TCGA-CESC	cg13319711	chr7	38975701	38976000	10
TCGA-CESC	cg23255963	chr10	81873901	81874200	14
TCGA-CESC	cg03985727	chr7	15687601	15687900	11
TCGA-CESC	cg03985727	chr7	15687901	15688200	5
TCGA-CESC	cg18131548	chr1	47230501	47230800	13
TCGA-CESC	cg02605776	chr1	110964301	110964600	12
TCGA-CESC	cg22694818	chr1	75130201	75130500	22
TCGA-CESC	cg07946633	chr1	3067501	3067800	30
TCGA-CESC	cg03923071	chr5	154473301	154473600	16
TCGA-CESC	cg09867598	chr5	123093601	123093900	9
TCGA-CESC	cg17680088	chr9	124450801	124451100	6
TCGA-CESC	cg16181396	chr3	147408301	147408600	9
TCGA-CESC	cg05937737	chr3	170585701	170586000	26
TCGA-CESC	cg25372296	chr1	98044501	98044800	12
TCGA-CESC	cg08492173	chr5	3597001	3597300	10
TCGA-CESC	cg03903246	chr1	240093601	240093900	23
TCGA-CESC	cg03290530	chr3	137642401	137642700	13
TCGA-CESC	cg09498948	chr8	92103601	92103900	12
TCGA-CESC	cg25221239	chr10	129966001	129966300	14
TCGA-CESC	cg25953239	chr2	176117401	176117700	21
TCGA-CESC	cg03365733	chr6	99607501	99607800	15
TCGA-CESC	cg17650274	chr20	25083301	25083600	23
TCGA-CESC	cg08441138	chr11	128685301	128685600	14
TCGA-CESC	cg07135614	chr3	138944101	138944400	9
TCGA-CESC	cg05942459	chr6	101398801	101399100	15
TCGA-CESC	cg05079544	chr16	48610201	48610500	21
TCGA-CESC	cg08012521	chr17	48642301	48642600	21
TCGA-CESC	cg26015416	chr1	107480701	107481000	16
TCGA-CESC	cg04178787	chr2	122661001	122661300	12
TCGA-CESC	cg23950724	chr12	33440101	33440400	9
TCGA-CESC	cg20798152	chr5	71718901	71719200	21
TCGA-CESC	cg24006505	chr6	41369401	41369700	12
TCGA-CESC	cg25573227	chr7	53218801	53219100	8
TCGA-CESC	cg09852607	chr3	128486101	128486400	12
TCGA-CESC	cg09611064	chr17	49965601	49965900	10
TCGA-CESC	cg12756686	chr19	28727101	28727400	23
TCGA-CESC	cg17515480	chr19	47545501	47545800	23
TCGA-CESC	cg24740868	chr1	60073501	60073800	17
TCGA-CESC	cg02744524	chr3	138936901	138937200	18
TCGA-CESC	cg16937268	chr20	21703501	21703800	18
TCGA-CESC	cg19313023	chr4	53905801	53906100	5
TCGA-CESC	cg08526991	chr2	5691001	5691300	25
TCGA-CESC	cg26466858	chr1	152623201	152623500	15
TCGA-CESC	cg10103266	chr2	176112601	176112900	16
TCGA-CESC	cg11472521	chr17	49973101	49973400	13
TCGA-CESC	cg17645823	chr12	114408301	114408600	11
TCGA-CESC	cg14921939	chr20	45306601	45306900	27
TCGA-CESC	cg09346546	chr2	176078701	176079000	12
TCGA-CESC	cg07159961	chr8	96159001	96159300	8
TCGA-CESC	cg16790291	chr4	121764301	121764600	9
TCGA-CESC	cg16733705	chr12	85273801	85274100	12
TCGA-CESC	cg24509810	chr2	80322301	80322600	20
TCGA-CESC	cg10734665	chr15	25862101	25862400	11
TCGA-CESC	cg08582485	chr20	22576801	22577100	21
TCGA-CESC	cg12659883	chr1	119000401	119000700	19
TCGA-CESC	cg03479694	chr2	172088101	172088400	19
TCGA-CESC	cg15039102	chr5	3121801	3122100	17
TCGA-CESC	cg15636087	chr19	57682501	57682800	6
TCGA-CESC	cg07547549	chr20	46029301	46029600	27
TCGA-CESC	cg09307530	chr5	2739001	2739300	29
TCGA-CESC	cg10502121	chr7	53219101	53219400	23
TCGA-CESC	cg24951286	chr5	141245401	141245700	12
TCGA-CESC	cg21144493	chr1	7069801	7070100	14
TCGA-CESC	cg21784383	chr1	217137601	217137900	27
TCGA-CESC	cg16276063	chr3	181703701	181704000	17
TCGA-CESC	cg24154326	chr20	31968601	31968900	20
TCGA-CESC	cg25262528	chr6	85449001	85449300	6
TCGA-CESC	cg17608490	chr2	218983801	218984100	7
TCGA-CESC	cg11818193	chr2	46276201	46276500	14
TCGA-CESC	cg04425920	chr10	49396201	49396500	10
TCGA-CESC	cg19722748	chr7	96998101	96998400	11
TCGA-CESC	cg11842415	chr1	75133801	75134100	8
TCGA-CESC	cg18431856	chr4	37243501	37243800	18
TCGA-CESC	cg18656708	chr5	154480201	154480500	10
TCGA-CESC	cg04521004	chr3	158103301	158103600	20
TCGA-CESC	cg12001304	chr2	228180301	228180600	9
TCGA-CESC	cg18131810	chr2	219483601	219483900	23
TCGA-CESC	cg00172849	chr1	103108801	103109100	13
TCGA-CESC	cg22300957	chr4	41746801	41747100	9
TCGA-CESC	cg06680481	chr20	22568401	22568700	22
TCGA-COAD	cg16597102	chr2	27082501	27082800	22
TCGA-COAD	cg21030598	chr3	196739401	196739700	8
TCGA-COAD	cg21200654	chr7	130492201	130492500	33
TCGA-COAD	cg20697926	chr18	79617301	79617600	32
TCGA-COAD	cg12111714	chr13	25469101	25469400	25
TCGA-COAD	cg06212135	chr7	130491901	130492200	32
TCGA-COAD	cg07212940	chr3	62318401	62318700	12
TCGA-COAD	cg06708213	chr17	76867801	76868100	11
TCGA-COAD	cg07938252	chr20	62709301	62709600	29
TCGA-COAD	cg08251399	chr2	31234501	31234800	30
TCGA-COAD	cg24878115	chr19	18434101	18434400	15
TCGA-COAD	cg04679849	chr6	30444301	30444600	7
TCGA-COAD	cg24050474	chr3	39502801	39503100	6
TCGA-COAD	cg15907473	chr13	94601101	94601400	10
TCGA-COAD	cg14737994	chr19	9363301	9363600	10
TCGA-COAD	cg02854229	chr14	101496601	101496900	14
TCGA-COAD	cg18393046	chr17	58156501	58156800	6
TCGA-COAD	cg10933774	chr11	72794101	72794400	6
TCGA-COAD	cg01360413	chr17	74325601	74325900	14
TCGA-COAD	cg10091996	chr16	31537201	31537500	19
TCGA-COAD	cg11590772	chr19	8592901	8593200	9
TCGA-COAD	cg03427298	chr3	68932801	68933100	16
TCGA-COAD	cg18119735	chr1	236686801	236687100	30
TCGA-COAD	cg01204927	chr6	28537501	28537800	12
TCGA-COAD	cg16717225	chr12	128853001	128853300	11
TCGA-COAD	cg15922693	chr12	51216901	51217200	14
